<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEX.SNGS:SMAL;D;20200528;000000;40.2650000;41.0850000;40.2550000;41.0850000;137
MOEX.SNGS:SMAL;D;20200529;000000;39.9500000;40.3000000;39.5000000;40.2550000;48
MOEX.SNGS:SMAL;D;20200601;000000;39.7000000;40.9550000;39.7000000;39.8100000;237
MOEX.SNGS:SMAL;D;20200602;000000;39.6600000;40.7300000;39.5800000;39.9400000;95
MOEX.SNGS:SMAL;D;20200603;000000;40.3650000;40.5600000;39.6500000;39.7500000;39
MOEX.SNGS:SMAL;D;20200604;000000;39.2900000;39.9650000;39.2750000;39.2750000;228
MOEX.SNGS:SMAL;D;20200605;000000;40.5100000;40.5100000;40.1500000;40.5000000;25
MOEX.SNGS:SMAL;D;20200608;000000;39.0650000;41.9800000;39.0650000;40.3000000;149
MOEX.SNGS:SMAL;D;20200609;000000;40.1400000;40.5950000;40.0850000;40.5950000;85
MOEX.SNGS:SMAL;D;20200610;000000;40.4550000;41.2500000;40.4450000;41.2500000;116
MOEX.SNGS:SMAL;D;20200611;000000;40.1550000;40.7600000;39.7000000;40.3200000;219
MOEX.SNGS:SMAL;D;20200615;000000;38.1250000;39.8450000;37.6750000;38.9400000;176
MOEX.SNGS:SMAL;D;20200616;000000;39.6000000;40.9700000;39.3500000;39.7500000;173
MOEX.SNGS:SMAL;D;20200617;000000;38.6650000;40.8250000;38.6650000;39.0150000;180
MOEX.SNGS:SMAL;D;20200618;000000;39.1750000;39.1750000;38.4000000;39.0000000;215
MOEX.SNGS:SMAL;D;20200619;000000;36.0100000;39.6500000;36.0100000;38.9350000;187
MOEX.SNGS:SMAL;D;20200622;000000;38.9350000;39.3250000;38.9000000;39.3250000;92
MOEX.SNGS:SMAL;D;20200623;000000;39.5000000;39.9500000;39.5000000;39.7900000;29
MOEX.SNGS:SMAL;D;20200625;000000;39.3300000;40.5000000;38.5600000;38.5600000;207
MOEX.SNGS:SMAL;D;20200626;000000;38.7600000;38.9400000;38.2500000;38.5500000;170
MOEX.SNGS:SMAL;D;20200629;000000;38.7000000;38.7000000;38.0000000;38.3000000;38
MOEX.SNGS:SMAL;D;20200630;000000;37.9450000;38.4500000;37.9300000;38.3400000;170
MOEX.SNGS:SMAL;D;20200702;000000;38.9000000;38.9000000;38.0000000;38.9000000;92
MOEX.SNGS:SMAL;D;20200703;000000;38.3800000;38.7200000;38.3800000;38.5000000;228
MOEX.SNGS:SMAL;D;20200706;000000;36.2450000;41.3550000;36.2450000;41.3550000;31
MOEX.SNGS:SMAL;D;20200707;000000;38.7000000;39.9800000;38.6750000;39.9800000;165
MOEX.SNGS:SMAL;D;20200708;000000;39.8650000;40.4400000;39.3550000;39.3550000;66
MOEX.SNGS:SMAL;D;20200709;000000;40.2000000;40.4350000;38.6250000;38.6250000;33
MOEX.SNGS:SMAL;D;20200710;000000;39.3550000;39.3550000;38.6500000;39.3450000;33
MOEX.SNGS:SMAL;D;20200713;000000;40.4350000;40.4350000;38.3000000;38.3200000;134
MOEX.SNGS:SMAL;D;20200714;000000;37.6850000;38.0050000;36.6250000;36.9650000;59
MOEX.SNGS:SMAL;D;20200715;000000;37.6850000;38.3150000;37.3250000;37.3250000;173
MOEX.SNGS:SMAL;D;20200716;000000;37.1800000;39.6200000;36.6350000;39.6200000;36
MOEX.SNGS:SMAL;D;20200717;000000;37.6850000;37.6850000;36.5100000;36.8900000;150
MOEX.SNGS:SMAL;D;20200720;000000;36.8900000;37.1500000;36.8050000;36.8050000;47
MOEX.SNGS:SMAL;D;20200721;000000;37.2500000;37.5500000;36.8800000;37.5500000;133
MOEX.SNGS:SMAL;D;20200722;000000;37.5000000;37.9000000;37.5000000;37.9000000;9
MOEX.SNGS:SMAL;D;20200723;000000;37.9500000;38.1600000;37.4000000;37.4000000;213
MOEX.SNGS:SMAL;D;20200724;000000;37.4300000;38.5600000;37.3050000;38.5600000;26
MOEX.SNGS:SMAL;D;20200727;000000;38.2600000;39.6700000;37.9000000;39.6700000;36
MOEX.SNGS:SMAL;D;20200728;000000;38.1200000;38.3050000;37.2150000;37.7800000;297
MOEX.SNGS:SMAL;D;20200729;000000;37.9850000;39.9250000;37.1800000;37.4400000;78
MOEX.SNGS:SMAL;D;20200730;000000;37.3800000;37.6200000;35.0700000;35.0700000;41
MOEX.SNGS:SMAL;D;20200731;000000;36.9900000;39.9750000;36.9900000;37.2250000;91
MOEX.SNGS:SMAL;D;20200803;000000;36.9800000;39.9850000;36.9800000;39.9850000;102
MOEX.SNGS:SMAL;D;20200804;000000;33.8950000;36.8600000;33.8950000;36.8600000;22
MOEX.SNGS:SMAL;D;20200805;000000;36.9000000;37.8850000;36.8500000;37.0350000;77
MOEX.SNGS:SMAL;D;20200806;000000;37.1800000;37.1800000;37.1700000;37.1700000;2
MOEX.SNGS:SMAL;D;20200807;000000;37.8850000;37.8850000;36.9800000;36.9800000;93
MOEX.SNGS:SMAL;D;20200810;000000;37.5950000;37.6000000;37.5950000;37.6000000;3
MOEX.SNGS:SMAL;D;20200811;000000;37.7000000;37.9000000;37.6000000;37.6700000;34
MOEX.SNGS:SMAL;D;20200812;000000;37.2650000;38.4000000;37.2650000;37.6050000;119
MOEX.SNGS:SMAL;D;20200813;000000;37.8900000;39.1950000;37.8900000;39.1950000;130
MOEX.SNGS:SMAL;D;20200814;000000;39.0250000;39.4350000;38.2500000;38.6150000;74
MOEX.SNGS:SMAL;D;20200817;000000;38.4950000;39.2550000;38.4350000;38.4350000;73
MOEX.SNGS:SMAL;D;20200818;000000;37.9100000;41.1600000;37.9000000;41.1600000;123
MOEX.SNGS:SMAL;D;20200819;000000;37.9500000;41.0950000;37.8900000;41.0950000;246
MOEX.SNGS:SMAL;D;20200820;000000;38.3800000;38.3800000;37.2350000;37.2350000;50
MOEX.SNGS:SMAL;D;20200821;000000;37.8150000;38.2850000;36.6450000;37.0500000;275
MOEX.SNGS:SMAL;D;20200824;000000;37.1300000;37.5450000;36.7900000;36.8150000;169
MOEX.SNGS:SMAL;D;20200825;000000;37.2650000;37.8700000;37.0350000;37.7650000;68
MOEX.SNGS:SMAL;D;20200826;000000;38.3700000;38.5500000;37.5050000;38.5500000;18
MOEX.SNGS:SMAL;D;20200827;000000;38.3300000;41.3500000;37.4350000;41.3500000;246
MOEX.SNGS:SMAL;D;20200828;000000;37.4500000;37.4500000;37.1750000;37.1750000;31
MOEX.SNGS:SMAL;D;20200831;000000;37.2700000;37.3000000;36.7300000;36.7300000;162
MOEX.SNGS:SMAL;D;20200901;000000;36.7450000;37.0050000;36.5950000;36.8000000;191
MOEX.SNGS:SMAL;D;20200902;000000;36.9000000;37.0550000;34.5250000;35.7000000;291
MOEX.SNGS:SMAL;D;20200903;000000;35.7500000;36.2900000;33.7300000;35.8500000;127
MOEX.SNGS:SMAL;D;20200904;000000;35.3050000;36.3550000;35.2200000;35.2200000;222
MOEX.SNGS:SMAL;D;20200907;000000;35.2650000;37.4400000;35.0250000;35.3000000;30
MOEX.SNGS:SMAL;D;20200908;000000;35.3500000;36.6500000;34.7300000;36.6500000;374
MOEX.SNGS:SMAL;D;20200909;000000;35.1000000;35.8600000;34.7850000;35.2750000;87
MOEX.SNGS:SMAL;D;20200910;000000;35.8900000;35.8900000;34.7100000;35.2750000;50
MOEX.SNGS:SMAL;D;20200911;000000;34.9950000;35.3000000;34.4400000;35.1000000;85
MOEX.SNGS:SMAL;D;20200914;000000;35.8150000;36.0550000;35.8000000;36.0550000;32
MOEX.SNGS:SMAL;D;20200915;000000;35.9000000;38.1200000;35.4400000;38.1200000;80
MOEX.SNGS:SMAL;D;20200916;000000;35.9000000;36.8700000;34.7250000;36.6150000;70
MOEX.SNGS:SMAL;D;20200917;000000;35.9000000;39.2850000;35.9000000;36.5400000;115
MOEX.SNGS:SMAL;D;20200918;000000;35.6750000;37.8700000;35.5900000;37.8700000;224
MOEX.SNGS:SMAL;D;20200921;000000;36.9400000;36.9400000;35.3400000;35.4050000;158
MOEX.SNGS:SMAL;D;20200922;000000;36.6650000;36.6650000;35.6700000;35.6700000;6
MOEX.SNGS:SMAL;D;20200923;000000;36.7200000;36.7200000;34.0100000;35.0000000;181
MOEX.SNGS:SMAL;D;20200924;000000;35.0550000;35.0550000;34.5000000;35.0000000;106
MOEX.SNGS:SMAL;D;20200925;000000;35.1100000;35.3400000;34.6500000;34.7450000;44
MOEX.SNGS:SMAL;D;20200928;000000;35.0000000;35.0000000;35.0000000;35.0000000;3
MOEX.SNGS:SMAL;D;20200929;000000;35.5600000;35.9800000;34.9500000;35.1750000;5
MOEX.SNGS:SMAL;D;20200930;000000;35.3000000;37.8950000;34.8900000;34.8900000;155
MOEX.SNGS:SMAL;D;20201001;000000;35.8700000;36.6000000;34.2000000;35.1550000;53
MOEX.SNGS:SMAL;D;20201002;000000;35.7200000;35.7200000;34.4700000;35.6800000;18
MOEX.SNGS:SMAL;D;20201005;000000;35.1650000;36.3250000;34.9300000;36.3250000;96
MOEX.SNGS:SMAL;D;20201006;000000;36.7150000;36.7150000;35.7050000;35.9150000;121
MOEX.SNGS:SMAL;D;20201007;000000;35.6900000;35.9650000;34.7950000;35.9650000;275
MOEX.SNGS:SMAL;D;20201008;000000;34.9050000;35.8850000;34.9000000;35.8850000;139
MOEX.SNGS:SMAL;D;20201009;000000;35.0000000;35.0000000;34.1800000;34.4100000;40
MOEX.SNGS:SMAL;D;20201012;000000;34.5150000;34.8000000;34.5050000;34.5100000;97
MOEX.SNGS:SMAL;D;20201013;000000;37.1800000;37.1850000;37.1800000;37.1850000;3
MOEX.SNGS:SMAL;D;20201014;000000;34.3000000;35.0850000;34.2000000;35.0850000;14
MOEX.SNGS:SMAL;D;20201015;000000;34.2000000;34.2000000;33.9000000;33.9000000;55
MOEX.SNGS:SMAL;D;20201016;000000;33.4500000;34.1000000;31.6100000;34.0000000;100
MOEX.SNGS:SMAL;D;20201019;000000;34.0000000;34.1050000;33.4400000;34.1050000;66
MOEX.SNGS:SMAL;D;20201020;000000;36.3700000;36.3700000;33.6050000;33.6100000;155
MOEX.SNGS:SMAL;D;20201021;000000;34.6050000;34.6050000;33.3550000;33.3550000;160
MOEX.SNGS:SMAL;D;20201022;000000;33.5850000;35.6700000;33.5000000;35.6700000;51
MOEX.SNGS:SMAL;D;20201023;000000;36.1500000;36.1500000;33.5900000;33.9850000;176
MOEX.SNGS:SMAL;D;20201026;000000;33.8000000;34.0150000;33.8000000;34.0150000;11
MOEX.SNGS:SMAL;D;20201027;000000;34.3950000;36.7850000;34.3900000;36.7850000;23
MOEX.SNGS:SMAL;D;20201028;000000;33.8500000;34.2250000;32.8600000;33.8700000;134
MOEX.SNGS:SMAL;D;20201029;000000;33.8800000;33.8850000;32.2000000;33.3500000;135
MOEX.SNGS:SMAL;D;20201030;000000;33.6000000;33.7600000;33.4000000;33.7600000;94
MOEX.SNGS:SMAL;D;20201102;000000;32.2550000;33.8000000;32.2550000;33.0300000;27
MOEX.SNGS:SMAL;D;20201103;000000;33.9600000;34.5850000;33.9600000;34.5850000;26
MOEX.SNGS:SMAL;D;20201105;000000;35.9800000;35.9800000;34.1850000;35.5150000;255
MOEX.SNGS:SMAL;D;20201106;000000;35.0550000;35.5350000;34.6550000;35.4600000;47
MOEX.SNGS:SMAL;D;20201110;000000;35.3700000;37.6350000;35.3700000;37.6350000;143
MOEX.SNGS:SMAL;D;20201111;000000;36.8200000;37.6950000;36.8100000;36.8100000;144
MOEX.SNGS:SMAL;D;20201112;000000;36.0150000;38.3900000;35.5100000;35.5100000;88
MOEX.SNGS:SMAL;D;20201113;000000;35.1200000;36.5150000;33.7350000;36.5100000;280
MOEX.SNGS:SMAL;D;20201116;000000;36.9800000;38.4150000;35.8450000;38.3850000;79
MOEX.SNGS:SMAL;D;20201117;000000;37.8900000;37.8900000;36.6150000;36.6150000;197
MOEX.SNGS:SMAL;D;20201118;000000;36.7150000;37.4500000;36.7150000;37.4500000;178
MOEX.SNGS:SMAL;D;20201119;000000;37.5100000;37.5100000;36.6800000;36.7100000;120
MOEX.SNGS:SMAL;D;20201120;000000;37.1350000;37.1350000;37.0000000;37.0000000;4
MOEX.SNGS:SMAL;D;20201123;000000;36.4600000;36.4600000;36.4600000;36.4600000;5
MOEX.SNGS:SMAL;D;20201124;000000;37.5400000;37.5400000;36.8850000;37.5350000;202
MOEX.SNGS:SMAL;D;20201125;000000;39.7850000;39.7900000;34.7250000;38.7800000;98
MOEX.SNGS:SMAL;D;20201126;000000;37.2900000;37.4950000;37.1950000;37.4950000;50
MOEX.SNGS:SMAL;D;20201127;000000;39.0650000;39.0650000;36.8000000;37.4950000;142
MOEX.SNGS:SMAL;D;20201201;000000;35.1750000;35.9850000;35.0000000;35.0000000;210
MOEX.SNGS:SMAL;D;20201202;000000;32.8200000;35.8150000;32.8100000;35.6000000;47
MOEX.SNGS:SMAL;D;20201203;000000;35.7500000;35.7500000;34.9500000;34.9500000;43
MOEX.SNGS:SMAL;D;20201204;000000;35.7650000;35.7650000;35.1750000;35.1750000;35
MOEX.SNGS:SMAL;D;20201207;000000;33.2350000;35.6700000;33.2350000;35.4700000;24
MOEX.SNGS:SMAL;D;20201208;000000;35.1300000;36.8450000;34.7850000;34.7850000;72
MOEX.SNGS:SMAL;D;20201209;000000;34.5600000;35.3150000;34.5050000;35.3150000;239
MOEX.SNGS:SMAL;D;20201210;000000;35.4050000;36.7700000;34.5600000;35.7700000;322
MOEX.SNGS:SMAL;D;20201211;000000;35.5100000;35.8500000;35.5000000;35.6200000;234
MOEX.SNGS:SMAL;D;20201214;000000;36.0000000;36.7550000;35.1700000;35.8200000;85
MOEX.SNGS:SMAL;D;20201215;000000;35.9250000;35.9250000;34.2850000;34.2850000;36
MOEX.SNGS:SMAL;D;20201216;000000;35.6400000;36.8650000;34.7700000;35.2800000;460
MOEX.SNGS:SMAL;D;20201217;000000;35.2400000;35.8450000;34.8150000;34.8150000;183
MOEX.SNGS:SMAL;D;20201218;000000;34.6450000;35.4700000;34.6450000;35.4650000;403
MOEX.SNGS:SMAL;D;20201222;000000;35.2350000;35.2350000;34.3550000;35.0000000;136
MOEX.SNGS:SMAL;D;20201223;000000;35.0000000;35.9800000;35.0000000;35.0000000;4
MOEX.SNGS:SMAL;D;20201224;000000;34.8500000;35.2650000;34.6150000;35.2650000;43
MOEX.SNGS:SMAL;D;20201225;000000;35.2400000;35.2400000;35.2400000;35.2400000;6
MOEX.SNGS:SMAL;D;20201228;000000;35.2000000;35.7850000;35.2000000;35.5000000;17
MOEX.SNGS:SMAL;D;20201229;000000;35.1750000;35.6000000;35.1750000;35.6000000;100
MOEX.SNGS:SMAL;D;20201230;000000;35.7800000;36.2000000;35.7800000;35.9950000;41
MOEX.SNGS:SMAL;D;20210104;000000;36.2950000;36.9800000;35.8200000;36.9800000;104
MOEX.SNGS:SMAL;D;20210105;000000;35.7800000;36.5000000;34.7650000;36.4800000;63
MOEX.SNGS:SMAL;D;20210106;000000;36.7500000;37.0700000;36.6000000;36.8000000;78
MOEX.SNGS:SMAL;D;20210108;000000;37.0000000;37.9000000;37.0000000;37.9000000;45
MOEX.SNGS:SMAL;D;20210111;000000;37.7500000;37.9500000;36.9950000;37.9500000;166
MOEX.SNGS:SMAL;D;20210112;000000;38.0000000;38.0000000;36.7950000;37.5900000;195
MOEX.SNGS:SMAL;D;20210113;000000;38.2000000;38.2000000;37.0100000;37.1200000;106
MOEX.SNGS:SMAL;D;20210114;000000;37.0800000;37.9800000;37.0800000;37.5400000;26
MOEX.SNGS:SMAL;D;20210115;000000;37.5750000;37.5750000;36.5600000;36.5600000;45
MOEX.SNGS:SMAL;D;20210118;000000;36.0550000;36.4100000;36.0550000;36.0800000;106
MOEX.SNGS:SMAL;D;20210119;000000;36.6400000;36.6400000;35.9950000;36.6400000;70
MOEX.SNGS:SMAL;D;20210120;000000;34.7500000;36.6200000;34.7450000;36.0000000;171
MOEX.SNGS:SMAL;D;20210121;000000;36.0200000;36.0200000;34.8650000;34.9000000;311
MOEX.SNGS:SMAL;D;20210122;000000;35.0000000;36.2200000;35.0000000;35.0000000;58
MOEX.SNGS:SMAL;D;20210125;000000;36.7800000;36.7800000;34.5300000;34.5300000;171
MOEX.SNGS:SMAL;D;20210126;000000;35.1950000;35.1950000;34.8950000;34.9050000;28
MOEX.SNGS:SMAL;D;20210127;000000;34.5300000;35.1250000;34.3400000;34.3400000;147
MOEX.SNGS:SMAL;D;20210128;000000;34.4000000;36.8800000;34.2250000;34.2250000;35
MOEX.SNGS:SMAL;D;20210129;000000;33.9800000;35.0300000;33.5000000;33.5000000;168
MOEX.SNGS:SMAL;D;20210201;000000;33.9050000;33.9050000;33.3500000;33.9050000;135
MOEX.SNGS:SMAL;D;20210202;000000;33.9550000;34.4650000;33.9550000;34.4650000;31
MOEX.SNGS:SMAL;D;20210203;000000;34.9250000;34.9250000;33.8950000;33.8950000;29
MOEX.SNGS:SMAL;D;20210204;000000;34.1000000;34.9750000;33.8000000;33.8000000;227
MOEX.SNGS:SMAL;D;20210205;000000;33.6000000;34.2900000;33.0050000;34.0000000;26
MOEX.SNGS:SMAL;D;20210208;000000;34.1000000;36.4900000;34.0300000;34.7800000;133
MOEX.SNGS:SMAL;D;20210209;000000;34.2500000;35.1200000;32.4300000;34.0000000;121
MOEX.SNGS:SMAL;D;20210210;000000;34.5950000;34.7800000;33.8000000;33.8700000;55
MOEX.SNGS:SMAL;D;20210211;000000;33.5400000;34.5150000;33.5400000;33.9900000;43
MOEX.SNGS:SMAL;D;20210212;000000;33.6000000;36.3850000;33.3200000;33.7600000;133
MOEX.SNGS:SMAL;D;20210215;000000;34.4550000;34.4550000;33.8750000;34.0000000;104
MOEX.SNGS:SMAL;D;20210216;000000;34.7150000;34.7150000;34.0700000;34.0700000;22
MOEX.SNGS:SMAL;D;20210217;000000;33.7700000;34.9700000;33.5050000;34.9700000;131
MOEX.SNGS:SMAL;D;20210218;000000;34.0700000;34.5800000;33.5700000;33.5700000;187
MOEX.SNGS:SMAL;D;20210219;000000;33.5150000;34.4950000;33.2300000;33.9000000;161
MOEX.SNGS:SMAL;D;20210220;000000;34.5500000;34.7650000;33.9050000;34.7650000;69
MOEX.SNGS:SMAL;D;20210222;000000;33.7000000;34.5000000;33.7000000;34.5000000;11
MOEX.SNGS:SMAL;D;20210224;000000;33.8500000;34.1350000;33.5850000;34.1350000;37
MOEX.SNGS:SMAL;D;20210225;000000;33.4900000;34.3300000;33.4900000;33.8300000;75
MOEX.SNGS:SMAL;D;20210226;000000;33.6300000;33.8300000;32.2600000;32.5000000;441
MOEX.SNGS:SMAL;D;20210301;000000;33.6400000;33.6900000;32.2050000;32.2050000;83
MOEX.SNGS:SMAL;D;20210302;000000;32.6550000;33.3000000;32.2650000;33.3000000;168
MOEX.SNGS:SMAL;D;20210303;000000;33.4000000;35.9700000;33.1900000;33.5000000;218
MOEX.SNGS:SMAL;D;20210304;000000;33.8400000;34.0500000;33.4050000;34.0500000;130
MOEX.SNGS:SMAL;D;20210305;000000;34.2000000;35.4950000;34.1000000;34.5000000;58
MOEX.SNGS:SMAL;D;20210309;000000;35.2350000;36.9950000;34.0200000;35.4700000;152
MOEX.SNGS:SMAL;D;20210310;000000;35.9850000;36.4200000;35.1250000;35.1250000;252
MOEX.SNGS:SMAL;D;20210311;000000;36.5800000;36.5800000;35.2300000;35.4000000;128
MOEX.SNGS:SMAL;D;20210312;000000;35.1550000;36.3900000;35.1550000;36.3900000;16
MOEX.SNGS:SMAL;D;20210315;000000;34.9100000;36.6150000;34.9100000;35.8850000;288
MOEX.SNGS:SMAL;D;20210316;000000;36.6700000;36.6700000;33.6450000;36.0600000;51
MOEX.SNGS:SMAL;D;20210317;000000;35.1400000;35.2500000;34.3400000;34.6600000;192
MOEX.SNGS:SMAL;D;20210318;000000;35.4050000;35.4250000;34.0000000;34.0000000;183
MOEX.SNGS:SMAL;D;20210319;000000;34.9800000;34.9800000;33.2450000;34.3400000;210
MOEX.SNGS:SMAL;D;20210322;000000;34.5600000;34.8700000;34.2000000;34.8650000;86
MOEX.SNGS:SMAL;D;20210323;000000;34.6200000;34.6200000;33.8200000;34.5950000;94
MOEX.SNGS:SMAL;D;20210324;000000;35.5600000;35.7100000;34.2000000;34.2000000;109
MOEX.SNGS:SMAL;D;20210325;000000;34.3400000;34.3400000;33.8200000;34.2700000;62
MOEX.SNGS:SMAL;D;20210326;000000;34.9650000;35.5450000;34.9650000;35.0000000;23
MOEX.SNGS:SMAL;D;20210329;000000;35.1500000;35.1500000;34.8500000;34.8500000;8
MOEX.SNGS:SMAL;D;20210330;000000;34.9000000;35.1600000;34.7900000;35.1600000;24
MOEX.SNGS:SMAL;D;20210331;000000;35.0000000;35.2850000;34.2050000;34.7500000;122
MOEX.SNGS:SMAL;D;20210401;000000;35.1800000;36.3150000;35.1800000;36.2050000;170
MOEX.SNGS:SMAL;D;20210402;000000;36.6900000;37.3000000;35.8550000;37.0250000;169
MOEX.SNGS:SMAL;D;20210405;000000;37.0000000;37.0000000;35.8050000;36.5600000;215
MOEX.SNGS:SMAL;D;20210406;000000;35.2900000;35.8850000;34.9300000;34.9300000;105
MOEX.SNGS:SMAL;D;20210407;000000;35.0000000;36.0900000;35.0000000;35.0900000;27
MOEX.SNGS:SMAL;D;20210408;000000;34.7000000;35.0000000;34.4150000;35.0000000;198
MOEX.SNGS:SMAL;D;20210409;000000;36.2950000;36.2950000;34.1400000;34.1400000;95
MOEX.SNGS:SMAL;D;20210412;000000;34.8000000;35.5450000;34.0400000;35.5450000;62
MOEX.SNGS:SMAL;D;20210413;000000;35.0850000;35.1000000;34.3950000;35.0850000;101
MOEX.SNGS:SMAL;D;20210414;000000;35.3350000;35.7950000;35.0450000;35.0450000;208
MOEX.SNGS:SMAL;D;20210415;000000;35.2650000;35.9700000;35.0000000;35.9700000;39
MOEX.SNGS:SMAL;D;20210416;000000;35.5500000;36.5600000;34.2350000;36.5600000;70
MOEX.SNGS:SMAL;D;20210419;000000;35.3400000;36.0850000;34.5450000;34.5450000;105
MOEX.SNGS:SMAL;D;20210420;000000;35.5850000;35.6000000;35.5850000;35.6000000;4
MOEX.SNGS:SMAL;D;20210421;000000;35.4000000;35.4000000;35.2000000;35.2650000;24
MOEX.SNGS:SMAL;D;20210422;000000;35.0000000;35.5050000;34.7800000;35.5050000;77
MOEX.SNGS:SMAL;D;20210423;000000;36.2150000;36.2150000;35.3300000;35.3300000;2
MOEX.SNGS:SMAL;D;20210426;000000;35.1300000;36.2450000;35.1150000;35.1150000;140
MOEX.SNGS:SMAL;D;20210427;000000;34.3150000;36.5600000;34.3150000;36.5600000;88
MOEX.SNGS:SMAL;D;20210428;000000;35.1000000;36.5400000;34.2950000;36.5400000;205
MOEX.SNGS:SMAL;D;20210429;000000;34.5400000;36.5600000;34.2650000;34.3500000;95
MOEX.SNGS:SMAL;D;20210430;000000;34.4500000;35.8700000;32.5050000;35.8700000;108
MOEX.SNGS:SMAL;D;20210504;000000;34.3000000;34.5400000;34.3000000;34.5400000;62
MOEX.SNGS:SMAL;D;20210505;000000;35.1650000;35.8450000;35.0000000;35.7500000;89
MOEX.SNGS:SMAL;D;20210506;000000;36.0300000;36.0300000;35.2700000;35.2700000;88
MOEX.SNGS:SMAL;D;20210507;000000;35.9150000;35.9150000;35.1550000;35.1550000;102
MOEX.SNGS:SMAL;D;20210510;000000;38.3000000;38.3000000;35.1550000;35.7350000;192
MOEX.SNGS:SMAL;D;20210511;000000;35.3850000;35.8950000;35.3850000;35.8950000;21
MOEX.SNGS:SMAL;D;20210512;000000;35.5000000;35.8400000;35.2300000;35.6400000;25
MOEX.SNGS:SMAL;D;20210513;000000;35.8350000;36.0000000;35.8150000;36.0000000;29
MOEX.SNGS:SMAL;D;20210514;000000;35.5000000;35.7550000;35.0250000;35.0250000;69
MOEX.SNGS:SMAL;D;20210517;000000;34.0450000;37.0000000;34.0450000;36.7000000;301
MOEX.SNGS:SMAL;D;20210518;000000;37.0000000;37.2000000;35.8600000;35.8600000;139
MOEX.SNGS:SMAL;D;20210519;000000;35.9900000;36.7800000;35.5600000;36.7800000;102
MOEX.SNGS:SMAL;D;20210520;000000;37.4900000;37.5600000;36.0000000;37.5600000;58
MOEX.SNGS:SMAL;D;20210521;000000;35.5000000;35.9250000;35.1400000;35.8700000;70
MOEX.SNGS:SMAL;D;20210524;000000;35.0050000;35.8000000;35.0050000;35.7550000;11
MOEX.SNGS:SMAL;D;20210525;000000;35.0500000;36.9800000;35.0500000;36.9800000;88
MOEX.SNGS:SMAL;D;20210526;000000;36.0100000;36.0100000;35.4600000;35.4600000;6
MOEX.SNGS:SMAL;D;20210527;000000;35.1500000;35.9750000;34.9750000;34.9900000;190
MOEX.SNGS:SMAL;D;20210528;000000;35.9800000;36.0850000;35.7300000;35.9000000;107
MOEX.SNGS:SMAL;D;20210531;000000;36.1900000;36.9800000;35.9600000;36.9800000;69
MOEX.SNGS:SMAL;D;20210601;000000;36.7350000;36.7350000;36.3200000;36.3200000;46
MOEX.SNGS:SMAL;D;20210602;000000;36.9750000;36.9950000;35.4500000;35.4500000;122
MOEX.SNGS:SMAL;D;20210603;000000;36.2850000;36.5600000;36.2850000;36.4750000;91
MOEX.SNGS:SMAL;D;20210604;000000;36.4000000;36.9700000;35.7050000;36.9700000;68
MOEX.SNGS:SMAL;D;20210607;000000;36.9900000;36.9900000;35.5700000;36.9850000;108
MOEX.SNGS:SMAL;D;20210608;000000;36.9850000;36.9950000;36.0000000;36.4000000;194
MOEX.SNGS:SMAL;D;20210609;000000;36.8000000;36.8050000;36.0000000;36.0000000;44
MOEX.SNGS:SMAL;D;20210610;000000;36.1550000;36.5050000;36.1500000;36.1500000;136
MOEX.SNGS:SMAL;D;20210611;000000;35.0050000;36.4600000;35.0050000;36.2000000;38
MOEX.SNGS:SMAL;D;20210614;000000;36.9950000;37.0150000;34.9600000;36.7800000;130
MOEX.SNGS:SMAL;D;20210615;000000;37.1200000;38.7500000;37.1200000;38.7500000;193
MOEX.SNGS:SMAL;D;20210616;000000;38.1300000;39.9900000;38.1250000;39.9900000;96
MOEX.SNGS:SMAL;D;20210617;000000;38.4300000;39.1600000;37.5250000;38.4300000;160
MOEX.SNGS:SMAL;D;20210618;000000;37.6400000;39.9950000;37.6150000;39.9950000;70
MOEX.SNGS:SMAL;D;20210621;000000;36.7800000;37.8700000;36.7800000;37.7500000;76
MOEX.SNGS:SMAL;D;20210622;000000;37.8300000;38.3900000;37.8300000;38.3900000;41
MOEX.SNGS:SMAL;D;20210623;000000;37.9350000;39.9450000;37.7600000;38.0000000;29
MOEX.SNGS:SMAL;D;20210624;000000;39.9850000;39.9850000;37.4500000;38.0750000;22
MOEX.SNGS:SMAL;D;20210625;000000;37.7050000;38.4200000;37.6200000;37.6200000;83
MOEX.SNGS:SMAL;D;20210628;000000;37.4500000;37.8950000;37.2050000;37.2100000;89
MOEX.SNGS:SMAL;D;20210629;000000;36.8500000;38.8550000;36.2000000;36.2300000;43
MOEX.SNGS:SMAL;D;20210630;000000;36.1000000;36.7450000;36.0000000;36.7450000;8
MOEX.SNGS:SMAL;D;20210701;000000;38.4250000;38.4250000;36.5000000;36.5000000;43
MOEX.SNGS:SMAL;D;20210702;000000;36.5100000;37.2250000;36.4300000;36.9150000;9
MOEX.SNGS:SMAL;D;20210705;000000;35.2000000;37.2000000;35.0200000;36.9000000;116
MOEX.SNGS:SMAL;D;20210706;000000;36.6950000;38.9800000;36.6950000;38.9800000;27
MOEX.SNGS:SMAL;D;20210707;000000;35.5100000;37.1450000;35.5050000;36.6000000;42
